year,state_po,candidate,party,candidatevotes,totalvotes,portionvotes
1988,OK,"Bush, George H.W.",republican,678367,1171036,0.5792879125833877
1988,OK,"Dukakis, Michael",democrat,483423,1171036,0.41281651460757823
1988,OR,"Dukakis, Michael",democrat,616206,1201694,0.5127811239799815
1988,OR,"Bush, George H.W.",republican,560126,1201694,0.4661136695365043
1988,PA,"Bush, George H.W.",republican,2300087,4536251,0.5070457961872039
1988,PA,"Dukakis, Michael",democrat,2194944,4536251,0.48386740504438575
1988,RI,"Dukakis, Michael",democrat,225123,404622,0.5563785459021012
1988,RI,"Bush, George H.W.",republican,177761,404622,0.43932608706397575
1988,SC,"Bush, George H.W.",republican,606443,986009,0.6150481385058352
1988,SC,"Dukakis, Michael",democrat,370554,986009,0.37581198548897626
1988,SD,"Bush, George H.W.",republican,165415,312991,0.5284976245323348
1988,SD,"Dukakis, Michael",democrat,145560,312991,0.4650612956922084
1988,TN,"Bush, George H.W.",republican,947233,1636250,0.5789048128342246
1988,TN,"Dukakis, Michael",democrat,679794,1636250,0.4154585179526356
1988,TX,"Bush, George H.W.",republican,3036829,5427410,0.559535579585843
1988,TX,"Dukakis, Michael",democrat,2352748,5427410,0.433493692203095
1988,UT,"Bush, George H.W.",republican,428442,647008,0.6621896483505614
1988,UT,"Dukakis, Michael",democrat,207343,647008,0.320464352836441
1988,VT,"Bush, George H.W.",republican,124331,243328,0.510960514203051
1988,VT,"Dukakis, Michael",democrat,115775,243328,0.47579809968437664
1988,VA,"Bush, George H.W.",republican,1309162,2191609,0.5973519911626572
1988,VA,"Dukakis, Michael",democrat,859799,2191609,0.3923140487194568
1988,WA,"Dukakis, Michael",democrat,933516,1865253,0.5004768790078343
1988,WA,"Bush, George H.W.",republican,903835,1865253,0.48456429235068915
1988,WV,"Dukakis, Michael",democrat,341016,653311,0.5219811085378939
1988,WV,"Bush, George H.W.",republican,310065,653311,0.47460550947404834
1988,WI,"Dukakis, Michael",democrat,1126794,2191608,0.5141403024628491
1988,WI,"Bush, George H.W.",republican,1047499,2191608,0.47795910582549433
1988,WY,"Bush, George H.W.",republican,106867,176551,0.6053038498790718
1988,WY,"Dukakis, Michael",democrat,67113,176551,0.3801337857049804
1992,AL,"Bush, George H.W.",republican,804283,1688060,0.4764540359939813
1992,AL,"Clinton, Bill",democrat,690080,1688060,0.4088006350485172
1992,AL,"Perot, Ross",independent,183109,1688060,0.10847304005781785
1992,AK,"Bush, George H.W.",republican,102000,258506,0.3945749808515083
1992,AK,"Clinton, Bill",democrat,78294,258506,0.3028711132430195
1992,AK,"Perot, Ross",independent,73481,258506,0.2842525898818596
1992,AZ,"Bush, George H.W.",republican,572086,1486975,0.38473141781132836
1992,AZ,"Clinton, Bill",democrat,543050,1486975,0.3652045259671481
1992,AZ,"Perot, Ross",independent,353741,1486975,0.23789303787891525
1992,AR,"Clinton, Bill",democrat,505823,950653,0.5320795284925204
1992,AR,"Bush, George H.W.",republican,337324,950653,0.3548339930552999
1992,AR,"Perot, Ross",independent,99132,950653,0.10427779641993451
1992,CA,"Clinton, Bill",democrat,5121325,11131721,0.46006587840280944
1992,CA,"Bush, George H.W.",republican,3630574,11131721,0.32614669375921296
1992,CA,"Perot, Ross",independent,2296006,11131721,0.20625795418336482
1992,CO,"Clinton, Bill",democrat,629681,1569180,0.40128028651907366
1992,CO,"Bush, George H.W.",republican,562850,1569180,0.35869052626212417
1992,CO,"Perot, Ross",independent,366010,1569180,0.23324921296473317
1992,CT,"Clinton, Bill",democrat,682318,1616156,0.42218572959541034
1992,CT,"Bush, George H.W.",republican,578313,1616156,0.35783241221763246
1992,CT,"Perot, Ross",independent,348771,1616156,0.21580280616475142
1992,DE,"Clinton, Bill",democrat,126054,289620,0.43523927905531384
1992,DE,"Bush, George H.W.",republican,102313,289620,0.35326634900904635
1992,DE,"Perot, Ross",independent,59213,289620,0.2044506594848422
1992,DC,"Clinton, Bill",democrat,192619,227572,0.8464090485648498
1992,FL,"Bush, George H.W.",republican,2173310,5313392,0.4090249693604387
1992,FL,"Clinton, Bill",democrat,2071698,5313392,0.3899012156452978
1992,FL,"Perot, Ross",independent,1053067,5313392,0.1981910990192329
1992,GA,"Clinton, Bill",democrat,1008966,2321133,0.4346868533599755
1992,GA,"Bush, George H.W.",republican,995252,2321133,0.4287785318635339
1992,GA,"Perot, Ross",independent,309657,2321133,0.13340769357033827
1992,HI,"Clinton, Bill",democrat,179310,372842,0.48092757790163126
1992,HI,"Bush, George H.W.",republican,136822,372842,0.3669704593366627
1992,HI,"Perot, Ross",independent,53003,372842,0.14215941337081123
1992,ID,"Bush, George H.W.",republican,202645,482114,0.4203258980241188
1992,ID,"Clinton, Bill",democrat,137013,482114,0.2841921205358069
1992,ID,"Perot, Ross",independent,130395,482114,0.27046507672459214
1992,IL,"Clinton, Bill",democrat,2453350,5050157,0.48579677819917283
1992,IL,"Bush, George H.W.",republican,1734096,5050157,0.3433746713220995
1992,IL,"Perot, Ross",independent,840515,5050157,0.16643343959405618
1992,IN,"Bush, George H.W.",republican,989375,2305871,0.42906780127769506
1992,IN,"Clinton, Bill",democrat,848420,2305871,0.3679390564346401
1992,IN,"Perot, Ross",independent,455934,2305871,0.19772745309689918
1992,IA,"Clinton, Bill",democrat,586353,1354607,0.43285838623305506
1992,IA,"Bush, George H.W.",republican,504891,1354607,0.37272138708865377
1992,IA,"Perot, Ross",independent,253468,1354607,0.18711552501943368
1992,KS,"Bush, George H.W.",republican,449951,1157236,0.38881524598266903
1992,KS,"Clinton, Bill",democrat,390434,1157236,0.3373849413602757
1992,KS,"Perot, Ross",independent,312358,1157236,0.2699172856703386
1992,KY,"Clinton, Bill",democrat,665104,1492900,0.4455114207247639
1992,KY,"Bush, George H.W.",republican,617178,1492900,0.4134088016611963
1992,KY,"Perot, Ross",independent,203944,1492900,0.1366092839440016
1992,LA,"Clinton, Bill",democrat,815971,1790017,0.4558453914124838
1992,LA,"Bush, George H.W.",republican,733386,1790017,0.40970895807134794
1992,LA,"Perot, Ross",independent,211478,1790017,0.11814301204960623
1992,ME,"Clinton, Bill",democrat,263420,679499,0.3876679730212995
1992,ME,"Perot, Ross",independent,206820,679499,0.3043713088613817
1992,ME,"Bush, George H.W.",republican,206504,679499,0.30390626034769735
1992,MD,"Clinton, Bill",democrat,988571,1984580,0.4981260518598394
1992,MD,"Bush, George H.W.",republican,707094,1984580,0.3562940269477673
1992,MD,"Perot, Ross",independent,281414,1984580,0.14180028016003385
1992,MA,"Clinton, Bill",democrat,1318639,2773664,0.47541410927927824
1992,MA,"Bush, George H.W.",republican,805039,2773664,0.2902438795758967
1992,MA,"Perot, Ross",independent,630731,2773664,0.22739993020062993
1992,MI,"Clinton, Bill",democrat,1871182,4274673,0.43773687484399393
1992,MI,"Bush, George H.W.",republican,1554940,4274673,0.36375647915056897
1992,MI,"Perot, Ross",independent,824813,4274673,0.1929534726983795
1992,MN,"Clinton, Bill",democrat,1020997,2347948,0.4348465127847806
1992,MN,"Bush, George H.W.",republican,747841,2347948,0.3185083315303405
1992,MN,"Perot, Ross",independent,562506,2347948,0.23957344881573187
1992,MS,"Bush, George H.W.",republican,487793,981793,0.4968389467026145
1992,MS,"Clinton, Bill",democrat,400258,981793,0.40768064143867394
1992,MO,"Clinton, Bill",democrat,1053873,2391270,0.4407168575694087
1992,MO,"Bush, George H.W.",republican,811159,2391270,0.3392168178415654
1992,MO,"Perot, Ross",independent,518741,2391270,0.21693117046590304
1992,MT,"Clinton, Bill",democrat,154507,410583,0.3763112452293446
1992,MT,"Bush, George H.W.",republican,144207,410583,0.3512249654759208
1992,MT,"Perot, Ross",independent,107225,410583,0.2611530433554239
1992,NE,"Bush, George H.W.",republican,343678,737546,0.4659750035929962
1992,NE,"Clinton, Bill",democrat,216864,737546,0.29403454157435605
1992,NE,"Perot, Ross",independent,174104,737546,0.23605849669037593
1992,NV,"Clinton, Bill",democrat,189148,506318,0.3735754999822246
1992,NV,"Bush, George H.W.",republican,175828,506318,0.34726792253089955
1992,NV,"Perot, Ross",independent,132580,506318,0.2618512476348856
1992,NH,"Clinton, Bill",democrat,209040,537215,0.38911795091350765
1992,NH,"Bush, George H.W.",republican,202484,537215,0.37691427082266876
1992,NH,"Perot, Ross",independent,121337,537215,0.22586301573857767
1992,NJ,"Clinton, Bill",democrat,1436206,3343594,0.42953959123027496
1992,NJ,"Bush, George H.W.",republican,1356865,3343594,0.40581033462794824
1992,NJ,"Perot, Ross",independent,521829,3343594,0.1560682905879123
1992,NM,"Clinton, Bill",democrat,261617,569986,0.45898846638338486
1992,NM,"Bush, George H.W.",republican,212824,569986,0.37338460944654783
1992,NM,"Perot, Ross",independent,91895,569986,0.1612232581151116
1992,NY,"Clinton, Bill",democrat,3346894,7079432,0.4727630691275797
1992,NY,"Bush, George H.W.",republican,2041690,7079432,0.2883974307543317
1992,NY,"Perot, Ross",independent,1090721,7079432,0.15406899875583238
1992,NC,"Bush, George H.W.",republican,1134661,2611850,0.43442808737102057
1992,NC,"Clinton, Bill",democrat,1114042,2611850,0.42653368302161304
1992,NC,"Perot, Ross",independent,357864,2611850,0.1370155253938779
1992,ND,"Bush, George H.W.",republican,136244,308133,0.442159716745691
1992,ND,"Clinton, Bill",democrat,99168,308133,0.32183505174713517
1992,ND,"Perot, Ross",independent,71084,308133,0.2306925905372031
1992,OH,"Clinton, Bill",democrat,1984942,4939967,0.4018128056321024
1992,OH,"Bush, George H.W.",republican,1894310,4939967,0.383466124368847
1992,OH,"Perot, Ross",independent,1036426,4939967,0.20980423553436692
1992,OK,"Bush, George H.W.",republican,592929,1390359,0.4264574832830945
1992,OK,"Clinton, Bill",democrat,473066,1390359,0.3402473749585539
1992,OK,"Perot, Ross",independent,319878,1390359,0.23006863694916205
1992,OR,"Clinton, Bill",democrat,621314,1462643,0.42478855058958337
1992,OR,"Bush, George H.W.",republican,475757,1462643,0.32527212723815724
1992,OR,"Perot, Ross",independent,354091,1462643,0.24208983326758476
1992,PA,"Clinton, Bill",democrat,2239164,4959810,0.45146164873251193
1992,PA,"Bush, George H.W.",republican,1791841,4959810,0.3612721051814485
1992,PA,"Perot, Ross",independent,902667,4959810,0.1819962861480581
1992,RI,"Clinton, Bill",democrat,213299,453365,0.4704796356136888
1992,RI,"Bush, George H.W.",republican,131601,453365,0.29027604689378317
1992,RI,"Perot, Ross",independent,105045,453365,0.23170072678746706
1992,SC,"Bush, George H.W.",republican,577507,1228912,0.46993356725298474
1992,SC,"Clinton, Bill",democrat,525514,1228912,0.4276254117463252
1992,SD,"Bush, George H.W.",republican,136718,336254,0.4065914457523182
1992,SD,"Clinton, Bill",democrat,124888,336254,0.37140970813730095
1992,SD,"Perot, Ross",independent,73295,336254,0.2179751021549186
1992,TN,"Clinton, Bill",democrat,933521,1982638,0.47084793088803906
1992,TN,"Bush, George H.W.",republican,841300,1982638,0.42433364033171966
1992,TN,"Perot, Ross",independent,199968,1982638,0.10085956185647607
1992,TX,"Bush, George H.W.",republican,2496071,6154018,0.40560021111410466
1992,TX,"Clinton, Bill",democrat,2281815,6154018,0.37078458334051023
1992,TX,"Perot, Ross",independent,1354781,6154018,0.22014576492951435
1992,UT,"Bush, George H.W.",republican,322632,743998,0.4336463270062554
1992,UT,"Perot, Ross",independent,203400,743998,0.2733878316877196
1992,UT,"Clinton, Bill",democrat,183429,743998,0.24654501759413333
1992,VT,"Clinton, Bill",democrat,133592,289701,0.46113751764750555
1992,VT,"Bush, George H.W.",republican,88122,289701,0.30418258825478683
1992,VT,"Perot, Ross",independent,65991,289701,0.22779003179139873
1992,VA,"Bush, George H.W.",republican,1150517,2559129,0.4495736635394308
1992,VA,"Clinton, Bill",democrat,1038650,2559129,0.4058607440265809
1992,VA,"Perot, Ross",independent,348639,2559129,0.136233460681349
1992,WA,"Clinton, Bill",democrat,993037,2287565,0.43410220037463415
1992,WA,"Bush, George H.W.",republican,731234,2287565,0.31965605348919046
1992,WA,"Perot, Ross",independent,541780,2287565,0.23683698605285533
1992,WV,"Clinton, Bill",democrat,331001,683677,0.4841482161898089
1992,WV,"Bush, George H.W.",republican,241974,683677,0.35393029164356854
1992,WV,"Perot, Ross",independent,108829,683677,0.15918189437409772
1992,WI,"Clinton, Bill",democrat,1041066,2531064,0.4113155574098482
1992,WI,"Bush, George H.W.",republican,930855,2531064,0.36777220963199664
1992,WI,"Perot, Ross",independent,544479,2531064,0.2151186220498573
1992,WY,"Bush, George H.W.",republican,79347,199884,0.3969652398391067
1992,WY,"Clinton, Bill",democrat,68160,199884,0.34099777871165277
1992,WY,"Perot, Ross",independent,51263,199884,0.25646374897440516
1996,AL,"Dole, Robert",republican,769044,1534349,0.5012184320516389
1996,AL,"Clinton, Bill",democrat,662165,1534349,0.4315608769582409
1996,AK,"Dole, Robert",republican,122746,241620,0.5080125817399221
1996,AK,"Clinton, Bill",democrat,80380,241620,0.33267113649532326
1996,AK,"Perot, Ross",reform party,26333,241620,0.10898518334574953
1996,AZ,"Clinton, Bill",democrat,653288,1404405,0.4651706594607681
1996,AZ,"Dole, Robert",republican,622073,1404405,0.4429441649666585
1996,AR,"Clinton, Bill",democrat,475171,884262,0.5373644915194817
1996,AR,"Dole, Robert",republican,325416,884262,0.36800857664357395
1996,CA,"Clinton, Bill",democrat,5119835,10019469,0.5109886561852729
1996,CA,"Dole, Robert",republican,3828381,10019469,0.3820942008004616
1996,CO,"Dole, Robert",republican,691848,1510702,0.457964575409313
1996,CO,"Clinton, Bill",democrat,671152,1510702,0.44426498409348764
1996,CT,"Clinton, Bill",democrat,735740,1392614,0.5283158147196567
1996,CT,"Dole, Robert",republican,483109,1392614,0.34690804487101234
1996,CT,"Perot, Ross",reform party,139523,1392614,0.10018784817616368
1996,DE,"Clinton, Bill",democrat,140355,270810,0.518278497839814
1996,DE,"Dole, Robert",republican,99062,270810,0.3657988995975038
1996,DE,"Perot, Ross",unaffiliated,28719,270810,0.1060485211033566
1996,DC,"Clinton, Bill",democrat,158220,185726,0.8519001109160806
1996,FL,"Clinton, Bill",democrat,2546870,5303154,0.4802557119781926
1996,FL,"Dole, Robert",republican,2244536,5303154,0.42324548749668595
1996,GA,"Dole, Robert",republican,1080843,2298899,0.4701568011469838
1996,GA,"Clinton, Bill",democrat,1053849,2298899,0.4584146584952188
1996,HI,"Clinton, Bill",democrat,205012,360120,0.5692880151060757
1996,HI,"Dole, Robert",republican,113943,360120,0.3164028657114295
1996,ID,"Dole, Robert",republican,256595,491711,0.521841081448249
1996,ID,"Clinton, Bill",democrat,165443,491711,0.3364638985094903
1996,ID,"Perot, Ross",reform party,62518,491711,0.12714378974641607
1996,IL,"Clinton, Bill",democrat,2341744,4311391,0.5431527783028726
1996,IL,"Dole, Robert",republican,1587021,4311391,0.3680995298269166
1996,IN,"Dole, Robert",republican,1006693,2135431,0.4714238015651173
1996,IN,"Clinton, Bill",democrat,887424,2135431,0.41557137645749265
1996,IN,"Perot, Ross",reform party,224299,2135431,0.1050368754598018
1996,IA,"Clinton, Bill",democrat,620258,1234075,0.5026096469015254
1996,IA,"Dole, Robert",republican,492644,1234075,0.3992010210076373
1996,KS,"Dole, Robert",republican,583245,1074300,0.542907009215303
1996,KS,"Clinton, Bill",democrat,387659,1074300,0.3608479940426324
1996,KY,"Clinton, Bill",democrat,636614,1388708,0.4584217848532593
1996,KY,"Dole, Robert",republican,623283,1388708,0.4488222146052302
1996,LA,"Clinton, Bill",democrat,927837,1783959,0.5200999574541791
1996,LA,"Dole, Robert",republican,712586,1783959,0.3994407943231879
1996,ME,"Clinton, Bill",democrat,312788,605897,0.5162395588689167
1996,ME,"Dole, Robert",republican,186378,605897,0.3076067384390416
1996,ME,"Perot, Ross",reform party,85970,605897,0.1418888028823381
1996,MD,"Clinton, Bill",democrat,966207,1780870,0.5425477435186173
1996,MD,"Dole, Robert",republican,681530,1780870,0.38269497492798465
1996,MA,"Clinton, Bill",democrat,1571509,2556459,0.614720987115381
1996,MA,"Dole, Robert",republican,718058,2556459,0.2808799202334166
1996,MI,"Clinton, Bill",democrat,1989653,3848844,0.5169482057469723
1996,MI,"Dole, Robert",republican,1481212,3848844,0.3848459433533809
1996,MN,"Clinton, Bill",democrat,1120380,2192492,0.5110075658200806
1996,MN,"Dole, Robert",republican,766395,2192492,0.3495542971194422
1996,MN,"Perot, Ross",reform party,257698,2192492,0.11753657481988532
1996,MS,"Dole, Robert",republican,439838,893857,0.4920675231049262
1996,MS,"Clinton, Bill",democrat,394022,893857,0.4408110022072882
1996,MO,"Clinton, Bill",democrat,1025935,2158065,0.4753957827961623
1996,MO,"Dole, Robert",republican,890016,2158065,0.41241389856190613
1996,MO,"Perot, Ross",reform party,217188,2158065,0.10064015680713972
1996,MT,"Dole, Robert",republican,179652,407083,0.44131540742305625
1996,MT,"Clinton, Bill",democrat,167922,407083,0.41250064483164367
1996,MT,"Perot, Ross",reform party,55229,407083,0.13567012132660908
1996,NE,"Dole, Robert",republican,363467,677415,0.5365499730593506
1996,NE,"Clinton, Bill",democrat,236761,677415,0.34950658016134867
1996,NE,"Perot, Ross",reform party,71278,677415,0.10522058117992664
1996,NV,"Clinton, Bill",democrat,203974,464279,0.43933496884416484
1996,NV,"Dole, Robert",republican,199244,464279,0.4291471292046377
1996,NH,"Clinton, Bill",democrat,246166,496597,0.4957057734944029
1996,NH,"Dole, Robert",republican,196486,496597,0.395664895277257
1996,NJ,"Clinton, Bill",democrat,1652361,3075860,0.5372029286118354
1996,NJ,"Dole, Robert",republican,1103099,3075860,0.3586310820388444
1996,NJ,,independent,320400,3075860,0.10416598934932018
1996,NM,"Clinton, Bill",democrat,273495,556074,0.4918320223567367
1996,NM,"Dole, Robert",republican,232751,556074,0.4185611986893831
1996,NY,"Clinton, Bill",democrat,3649630,6439129,0.5667893903041855
1996,NY,"Dole, Robert",republican,1738707,6439129,0.27002207907311687
1996,NC,"Dole, Robert",republican,1225938,2515807,0.4872941366328975
1996,NC,"Clinton, Bill",democrat,1107849,2515807,0.4403553213740164
1996,ND,"Dole, Robert",republican,125050,266411,0.46938752528987165
1996,ND,"Clinton, Bill",democrat,106905,266411,0.4012784757386144
1996,ND,"Perot, Ross",reform party,32515,266411,0.12204826377289225
1996,OH,"Clinton, Bill",democrat,2148222,4534434,0.4737574744720069
1996,OH,"Dole, Robert",republican,1859883,4534434,0.4101687222705193
1996,OH,"Perot, Ross",reform party,483207,4534434,0.10656390632215619
1996,OK,"Dole, Robert",republican,582315,1206713,0.48256296236139
1996,OK,"Clinton, Bill",democrat,488105,1206713,0.40449137450247075
1996,OK,"Perot, Ross",reform party,130788,1206713,0.10838368360993873
1996,OR,"Clinton, Bill",democrat,649641,1377760,0.4715197131575891
1996,OR,"Dole, Robert",republican,538152,1377760,0.3905992335384973
1996,PA,"Clinton, Bill",democrat,2215819,4501307,0.492261247677619
1996,PA,"Dole, Robert",republican,1801169,4501307,0.40014355830428805
1996,RI,"Clinton, Bill",democrat,233050,390247,0.5971858848370392
1996,RI,"Dole, Robert",republican,104683,390247,0.26824805828103737
1996,RI,"Perot, Ross",reform party,43723,390247,0.11203929818807064
1996,SC,"Dole, Robert",republican,573339,1150182,0.498476762807973
1996,SC,"Clinton, Bill",democrat,506152,1150182,0.44006252923450373
1996,SD,"Dole, Robert",republican,150543,323826,0.46488855125900946
1996,SD,"Clinton, Bill",democrat,139333,323826,0.43027119502448846
1996,SD,,independent,32478,323826,0.10029460265698245
1996,TN,"Clinton, Bill",democrat,909146,1894105,0.4799871179264085
1996,TN,"Dole, Robert",republican,863530,1894105,0.4559039757563599
1996,TX,"Dole, Robert",republican,2736167,5611644,0.48758741645050896
1996,TX,"Clinton, Bill",democrat,2459683,5611644,0.43831771937065145
1996,UT,"Dole, Robert",republican,361911,665629,0.54371278895601
1996,UT,"Clinton, Bill",democrat,221633,665629,0.3329677643251721
1996,VT,"Clinton, Bill",democrat,137894,258449,0.5335443356329489
1996,VT,"Dole, Robert",republican,80352,258449,0.31090079667555304
1996,VT,"Perot, Ross",reform party,31024,258449,0.120039156661469
1996,VA,"Dole, Robert",republican,1138350,2416642,0.471046187230049
1996,VA,"Clinton, Bill",democrat,1091060,2416642,0.45147771163457395
1996,WA,"Clinton, Bill",democrat,1123323,2253837,0.49840472048333573
1996,WA,"Dole, Robert",republican,840712,2253837,0.3730136651408243
1996,WV,"Clinton, Bill",democrat,327812,636459,0.515055958042859
1996,WV,"Dole, Robert",republican,233946,636459,0.3675743449303097
1996,WV,"Perot, Ross",reform party,71639,636459,0.11255870370283082
1996,WI,"Clinton, Bill",democrat,1071971,2196169,0.48810952162606797
1996,WI,"Dole, Robert",republican,845029,2196169,0.3847741225743556
1996,WI,"Perot, Ross",reform party,227339,2196169,0.10351616838230573
1996,WY,"Dole, Robert",republican,105388,211571,0.4981211980848037
1996,WY,"Clinton, Bill",democrat,77934,211571,0.3683586124752447
1996,WY,"Perot, Ross",independent,25928,211571,0.12254987687348455
2000,AL,"Bush, George W.",republican,941173,1666272,0.5648375535326765
2000,AL,"Gore, Al",democrat,692611,1666272,0.4156650294789806
2000,AK,"Bush, George W.",republican,167398,285560,0.5862095531587057
2000,AK,"Gore, Al",democrat,79004,285560,0.27666339823504693
2000,AK,"Nader, Ralph",green,28747,285560,0.10066886118503993
2000,AZ,"Bush, George W.",republican,781652,1532016,0.5102113816043696
2000,AZ,"Gore, Al",democrat,685341,1532016,0.4473458501738885
2000,AR,"Bush, George W.",republican,472940,921781,0.5130719769663293
2000,AR,"Gore, Al",democrat,422768,921781,0.4586425626043496
2000,CA,"Gore, Al",democrat,5861203,10965822,0.5344973682775446
2000,CA,"Bush, George W.",republican,4567429,10965822,0.41651496805255456
2000,CO,"Bush, George W.",republican,883748,1741368,0.507502147736722
2000,CO,"Gore, Al",democrat,738227,1741368,0.4239350901130605
2000,CT,"Gore, Al",democrat,816015,1459525,0.5590962813244035
2000,CT,"Bush, George W.",republican,561094,1459525,0.384436032270773
2000,DE,"Gore, Al",democrat,180068,327529,0.5497772716309091
2000,DE,"Bush, George W.",republican,137288,327529,0.4191628832866708
2000,DC,"Gore, Al",democrat,171923,201894,0.8515508137933767
2000,FL,"Bush, George W.",republican,2912790,5963110,0.4884682657204043
2000,FL,"Gore, Al",democrat,2912253,5963110,0.48837821204036147
2000,GA,"Bush, George W.",republican,1419720,2583208,0.5495956965137921
2000,GA,"Gore, Al",democrat,1116230,2583208,0.4321099965624139
2000,HI,"Gore, Al",democrat,205286,367951,0.5579166791230354
2000,HI,"Bush, George W.",republican,137845,367951,0.3746286869719066
2000,ID,"Bush, George W.",republican,336937,501615,0.6717043948047806
2000,ID,"Gore, Al",democrat,138637,501615,0.27638128843834414
2000,IL,"Gore, Al",democrat,2589026,4742108,0.545965212095549
2000,IL,"Bush, George W.",republican,2019421,4742108,0.42584879973210227
2000,IN,"Bush, George W.",republican,1245836,2199302,0.566468816015263
2000,IN,"Gore, Al",democrat,901980,2199302,0.4101210293083897
2000,IA,"Gore, Al",democrat,638517,1353022,0.4719191557860848
2000,IA,"Bush, George W.",republican,634373,1353022,0.4688563822317745
2000,KS,"Bush, George W.",republican,622332,1072216,0.580416632469577
2000,KS,"Gore, Al",democrat,399276,1072216,0.3723839226424526
2000,KY,"Bush, George W.",republican,872520,1544106,0.565064833631888
2000,KY,"Gore, Al",democrat,638923,1544106,0.4137818258591055
2000,LA,"Bush, George W.",republican,927871,1765656,0.5255106317425365
2000,LA,"Gore, Al",democrat,792344,1765656,0.44875332454339917
2000,ME,"Gore, Al",democrat,319951,651817,0.4908601647394898
2000,ME,"Bush, George W.",republican,286616,651817,0.43971850994987854
2000,MD,"Gore, Al",democrat,1144008,2025212,0.5648830838450493
2000,MD,"Bush, George W.",republican,813827,2025212,0.40184780655062285
2000,MA,"Gore, Al",democrat,1616487,2733964,0.5912612602067913
2000,MA,"Bush, George W.",republican,878502,2733964,0.32132902993601964
2000,MI,"Gore, Al",democrat,2170418,4232501,0.5127979887069135
2000,MI,"Bush, George W.",republican,1953139,4232501,0.46146214732140645
2000,MN,"Gore, Al",democratic-farmer-labor,1168266,2438685,0.479055720603522
